ClienteID;EmpresaID;Cliente;CNPJ;Cidade;UF;Qtd_Lojas;Plano;MRR;Data_Implantacao;Data_Renovacao;Status;Responsavel_Comercial;Observacao;Criado_Em
1;1;ECONOMIZE - MAYCON;10737685000107;;;4;Enterprise;;;;Ativo;Paulo Marques;Cliente inicial do Eirox Pricing. Grupo com 4 CNPJs vinculados.;
